Year,Filename,Title,Authors,G1,G2,G3,G4,G5,G6,G7,T1,T2,Q1,Q2,Q3,Flag_Grad,Flag_HighQ,Flag_WB,Flag_NoEcon,Flag_NoCode,Flag_NoReal,Traditional_Score
2023,usenixsecurity23-gao.pdf,"This paper is included in the Proceedings of the  32nd USENIX Security Symposium. August 9–11, 2023 • Anaheim, CA, USA 978-1-939133-37-3 Open access t","is sponsored by USENIX.PCAT: Functionality and Data Stealing   from Split Learning by Pseudo-Client Attack Xinben Gao and Lan Zhang, University of Science and Technology of China https://www.usenix.or",atk,Privacy,DL,Images,YES,YES,NO,Black-box,Partial,YES,High,Low,1,1,0,0,0,1,3
2023,usenixsecurity23-jia.pdf,"This paper is included in the Proceedings of the  32nd USENIX Security Symposium. August 9–11, 2023 • Anaheim, CA, USA 978-1-939133-37-3 Open access t","is sponsored by USENIX.PORE: Provably Robust Recommender Systems  against Data Poisoning Attacks Jinyuan Jia, The Pennsylvania State University;   Yupei Liu, Yuepeng Hu, and Neil Zhenqiang Gong, Duke ",def,Poisoning,Both,Other,YES,YES,NO,White-box,Full,NO,High,Low,0,1,1,0,0,1,3
2023,usenixsecurity23-li-heng.pdf,"This paper is included in the Proceedings of the  32nd USENIX Security Symposium. August 9–11, 2023 • Anaheim, CA, USA 978-1-939133-37-3 Open access t","FCG Based Android Malware Detection under  Incomplete Feature Information Heng Li, Huazhong University of Science and Technology; Zhang Cheng, NSFOCUS  Technologies Group Co., Ltd. and Huazhong Univer",atk,Evasion,DL,Malware,YES,NO,NO,Black-box,None,NO,High,Low,0,1,0,0,1,1,3
2023,usenixsecurity23-li-xinfeng.pdf,"This paper is included in the Proceedings of the  32nd USENIX Security Symposium. August 9–11, 2023 • Anaheim, CA, USA 978-1-939133-37-3 Open access t","is sponsored by USENIX.Learning Normality is Enough: A Software-based  Mitigation against Inaudible Voice Attacks Xinfeng Li, Xiaoyu Ji, and Chen Yan, USSLAB, Zhejiang University; Chaohao Li,  USSLAB,",def,Evasion,DL,Audio,YES,NO,NO,Gray-box,None,NO,Low,Low,0,0,0,0,1,1,2
2023,usenixsecurity23-liu-qi.pdf,"This paper is included in the Proceedings of the  32nd USENIX Security Symposium. August 9–11, 2023 • Anaheim, CA, USA 978-1-939133-37-3 Open access t","is sponsored by USENIX.NeuroPots : Realtime Proactive Defense against  Bit-Flip Attacks in Neural Networks Qi Liu, Lehigh University; Jieming Yin, Nanjing University of Posts and  Telecommunications; ",def,NA,DL,Images,YES,NO,NO,White-box,Full,YES,High,Low,1,1,1,0,1,1,5
2023,usenixsecurity23-lucas.pdf,"This paper is included in the Proceedings of the  32nd USENIX Security Symposium. August 9–11, 2023 • Anaheim, CA, USA 978-1-939133-37-3 Open access t","is sponsored by USENIX.Adversarial Training for Raw-Binary   Malware Classifiers Keane Lucas, Samruddhi Pai, Weiran Lin, and Lujo Bauer, Carnegie Mellon University;   Michael K. Reiter, Duke Universit",def,Evasion,DL,Malware,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,usenixsecurity23-lukas.pdf,"This paper is included in the Proceedings of the  32nd USENIX Security Symposium. August 9–11, 2023 • Anaheim, CA, USA 978-1-939133-37-3 Open access t","is sponsored by USENIX.PTW: Pivotal Tuning Watermarking   for Pre-Trained Image Generators Nils Lukas and Florian Kerschbaum, University of Waterloo https://www.usenix.org/conference/usenixsecurity23/",def,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,usenixsecurity23-lv.pdf,"This paper is included in the Proceedings of the  32nd USENIX Security Symposium. August 9–11, 2023 • Anaheim, CA, USA 978-1-939133-37-3 Open access t","Peizhuo Lv, Chang Yue, Ruigang Liang, and Yunfei Yang, SKLOIS, Institute of  Information Engineering, Chinese Academy of Sciences, China; School of   Cyber Security, University of Chinese Academy of S",atk,Poisoning,DL,Images,YES,YES,NO,White-box,None,YES,High,High,1,1,1,0,0,1,4
2023,usenixsecurity23-man.pdf,"This paper is included in the Proceedings of the  32nd USENIX Security Symposium. August 9–11, 2023 • Anaheim, CA, USA 978-1-939133-37-3 Open access t","Misclassification Attack Detection for Autonomous  Systems Using Spatiotemporal Consistency Yanmao Man, University of Arizona; Raymond Muller, Purdue University;   Ming Li, University of Arizona; Z. B",def,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,usenixsecurity23-mink.pdf,"This paper is included in the Proceedings of the  32nd USENIX Security Symposium. August 9–11, 2023 • Anaheim, CA, USA 978-1-939133-37-3 Open access t","A Qualitative Root Cause Analysis of Barriers to  Adversarial Machine Learning Defenses in Industry Jaron Mink, University of Illinois at Urbana-Champaign; Harjot Kaur,   Leibniz University Hannover; ",def,Multiple,Both,Other,YES,NO,NO,Black-box,None,NO,None,Low,0,0,0,0,1,1,2
2023,usenixsecurity23-mozaffari.pdf,"This paper is included in the Proceedings of the  32nd USENIX Security Symposium. August 9–11, 2023 • Anaheim, CA, USA 978-1-939133-37-3 Open access t","Federated Learning to Resist Poisoning Attacks Hamid Mozaffari, Virat Shejwalkar, and Amir Houmansadr,   University of Massachusetts Amherst https://www.usenix.org/conference/usenixsecurity23/presenta",def,Poisoning,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,usenixsecurity23-mukherjee.pdf,"This paper is included in the Proceedings of the  32nd USENIX Security Symposium. August 9–11, 2023 • Anaheim, CA, USA 978-1-939133-37-3 Open access t","Kunal Mukherjee, Joshua Wiedemeier, Tianhao Wang, James Wei,  Feng Chen, Muhyun Kim, Murat Kantarcioglu, and Kangkook Jee,  The University of Texas at Dallas https://www.usenix.org/conference/usenixse",atk,Evasion,DL,Malware,YES,YES,NO,Black-box,Partial,NO,High,Low,0,1,0,0,0,1,2
2023,usenixsecurity23-pan.pdf,"This paper is included in the Proceedings of the  32nd USENIX Security Symposium. August 9–11, 2023 • Anaheim, CA, USA 978-1-939133-37-3 Open access t","a Multiplicity of Deep Learning Paradigms Minzhou Pan and Yi Zeng, Virginia Tech; Lingjuan Lyu, Sony AI;   Xue Lin, Northeastern University; Ruoxi Jia, Virginia Tech https://www.usenix.org/conference/",def,Poisoning,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,usenixsecurity23-prokos.pdf,"This paper is included in the Proceedings of the  32nd USENIX Security Symposium. August 9–11, 2023 • Anaheim, CA, USA 978-1-939133-37-3 Open access t","is sponsored by USENIX.Squint Hard Enough: Attacking Perceptual Hashing  with Adversarial Machine Learning Jonathan Prokos, Johns Hopkins University; Neil Fendley, Johns Hopkins University  Applied Ph",atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,usenixsecurity23-qi.pdf,"This paper is included in the Proceedings of the  32nd USENIX Security Symposium. August 9–11, 2023 • Anaheim, CA, USA 978-1-939133-37-3 Open access t","for Detecting Backdoor Poison Samples Xiangyu Qi, Tinghao Xie, Jiachen T. Wang, Tong Wu, Saeed Mahloujifar,  and Prateek Mittal, Princeton University https://www.usenix.org/conference/usenixsecurity23",def,Poisoning,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,usenixsecurity23-rathee.pdf,"This paper is included in the Proceedings of the  32nd USENIX Security Symposium. August 9–11, 2023 • Anaheim, CA, USA 978-1-939133-37-3 Open access t","32nd USENIX Security Symposium  is sponsored by USENIX.Secure Floating-Point Training Deevashwer Rathee, University of California, Berkeley; Anwesh Bhattacharya,  Divya Gupta, and Rahul Sharma, Micros",def,NA,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,usenixsecurity23-shan.pdf,"This paper is included in the Proceedings of the  32nd USENIX Security Symposium. August 9–11, 2023 • Anaheim, CA, USA 978-1-939133-37-3 Open access t","by Text-to-Image Models Shawn Shan, Jenna Cryan, Emily Wenger, Haitao Zheng,  Rana Hanocka, and Ben Y. Zhao, University of Chicago https://www.usenix.org/conference/usenixsecurity23/presentation/shan",def,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,usenixsecurity23-sheatsley (1).pdf,"This paper is included in the Proceedings of the  32nd USENIX Security Symposium. August 9–11, 2023 • Anaheim, CA, USA 978-1-939133-37-3 Open access t","is sponsored by USENIX.The Space of Adversarial Strategies Ryan Sheatsley, Blaine Hoak, Eric Pauley, and Patrick McDaniel,   University of Wisconsin-Madison https://www.usenix.org/conference/usenixsec",atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,usenixsecurity23-sheatsley.pdf,"This paper is included in the Proceedings of the  32nd USENIX Security Symposium. August 9–11, 2023 • Anaheim, CA, USA 978-1-939133-37-3 Open access t","is sponsored by USENIX.The Space of Adversarial Strategies Ryan Sheatsley, Blaine Hoak, Eric Pauley, and Patrick McDaniel,   University of Wisconsin-Madison https://www.usenix.org/conference/usenixsec",atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,usenixsecurity23-si.pdf,"This paper is included in the Proceedings of the  32nd USENIX Security Symposium. August 9–11, 2023 • Anaheim, CA, USA 978-1-939133-37-3 Open access t","August 9–11, 2023 • Anaheim, CA, USA 978-1-939133-37-3 Open access to the Proceedings of the  32nd USENIX Security Symposium  is sponsored by USENIX.Two-in-One: A Model Hijacking Attack  Against Text ",atk,Poisoning,DL,Text,YES,NO,NO,Black-box,None,NO,High,Low,0,1,0,0,1,1,3
2023,usenixsecurity23-tao.pdf,"This paper is included in the Proceedings of the  32nd USENIX Security Symposium. August 9–11, 2023 • Anaheim, CA, USA 978-1-939133-37-3 Open access t","Universal Adversarial Patch Attack Guanhong Tao, Shengwei An, Siyuan Cheng, Guangyu Shen,   and Xiangyu Zhang, Purdue University https://www.usenix.org/conference/usenixsecurity23/presentation/tao",atk,Evasion,DL,Images,YES,YES,NO,Black-box,None,NO,High,Low,0,1,0,0,0,1,2
2023,usenixsecurity23-tian.pdf,"This paper is included in the Proceedings of the  32nd USENIX Security Symposium. August 9–11, 2023 • Anaheim, CA, USA 978-1-939133-37-3 Open access t","Jianwen Tian, NKLSTISS, Institute of Systems Engineering, Academy of Military  Sciences, China; Kefan Qiu, School of Cyberspace Science and Technology, Beijing  Institute of Technology; Debin Gao, Sin",atk,Poisoning,DL,Malware,YES,NO,NO,White-box,Full,YES,High,Low,1,1,1,0,1,1,5
2023,usenixsecurity23-wang-junzhe.pdf,"This paper is included in the Proceedings of the  32nd USENIX Security Symposium. August 9–11, 2023 • Anaheim, CA, USA 978-1-939133-37-3 Open access t","Be Used for Others? Retargeted-Architecture   Binary Code Analysis Junzhe Wang, George Mason University; Matthew Sharp, University of South Carolina;   Chuxiong Wu, Qiang Zeng, and Lannan Luo, George ",def,NA,DL,Malware,YES,YES,NO,Black-box,None,NO,None,Low,0,0,0,0,0,1,1
2023,usenixsecurity23-wei-chengan.pdf,"This paper is included in the Proceedings of the  32nd USENIX Security Symposium. August 9–11, 2023 • Anaheim, CA, USA 978-1-939133-37-3 Open access t","is sponsored by USENIX.Aliasing Backdoor Attacks on Pre-trained Models Cheng’an Wei, SKLOIS, Institute of Information Engineering, Chinese Academy  of Sciences, China; School of Cyber Security, Univer",atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,usenixsecurity23-wu-xinghui.pdf,"This paper is included in the Proceedings of the  32nd USENIX Security Symposium. August 9–11, 2023 • Anaheim, CA, USA 978-1-939133-37-3 Open access t","is sponsored by USENIX.KenKu: Towards Efficient and Stealthy Black-box  Adversarial Attacks against ASR Systems Xinghui Wu, Xi’an Jiaotong University; Shiqing Ma, University of Massachusetts  Amherst;",atk,Evasion,DL,Audio,YES,YES,YES,Black-box,None,NO,Low,Low,0,0,0,0,0,0,0
2023,usenixsecurity23-xu-xiaojun.pdf,"This paper is included in the Proceedings of the  32nd USENIX Security Symposium. August 9–11, 2023 • Anaheim, CA, USA 978-1-939133-37-3 Open access t","is sponsored by USENIX.How to Cover up Anomalous Accesses  to Electronic Health Records Xiaojun Xu, Qingying Hao, Zhuolin Yang, and Bo Li, University of Illinois at  Urbana-Champaign; David Liebovitz,",atk,Evasion,DL,Other,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,usenixsecurity23-yan.pdf,"This paper is included in the Proceedings of the  32nd USENIX Security Symposium. August 9–11, 2023 • Anaheim, CA, USA 978-1-939133-37-3 Open access t","is sponsored by USENIX.Rethinking White-Box Watermarks on Deep Learning  Models under Neural Structural Obfuscation Yifan Yan, Xudong Pan, Mi Zhang, and Min Yang, Fudan University https://www.usenix.o",atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,usenixsecurity23-yu-jiahao.pdf,"This paper is included in the Proceedings of the  32nd USENIX Security Symposium. August 9–11, 2023 • Anaheim, CA, USA 978-1-939133-37-3 Open access t","is sponsored by USENIX.AIRS: Explanation for Deep Reinforcement   Learning based Security Applications Jiahao Yu, Northwestern University; Wenbo Guo, Purdue University; Qi Qin,  ShanghaiTech Universit",def,Evasion,DL,Malware,YES,YES,NO,Black-box,None,NO,Low,Low,0,0,0,0,0,1,1
2023,usenixsecurity23-yu-zhiyuan-smack.pdf,"This paper is included in the Proceedings of the  32nd USENIX Security Symposium. August 9–11, 2023 • Anaheim, CA, USA 978-1-939133-37-3 Open access t","is sponsored by USENIX.SMACK: Semantically Meaningful   Adversarial Audio Attack Zhiyuan Yu, Yuanhaur Chang, and Ning Zhang, Washington University in St. Louis;   Chaowei Xiao, Arizona State Universit",atk,Evasion,DL,Audio,YES,YES,YES,Black-box,None,NO,High,High,0,1,0,0,0,0,1
2023,usenixsecurity23-yuan-yuanyuan-certification.pdf,"This paper is included in the Proceedings of the  32nd USENIX Security Symposium. August 9–11, 2023 • Anaheim, CA, USA 978-1-939133-37-3 Open access t","is sponsored by USENIX.Precise and Generalized Robustness   Certification for Neural Networks Yuanyuan Yuan, The Hong Kong University of Science and Technology   and ETH Zurich;  Shuai Wang, The Hong ",def,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,usenixsecurity23-zeng.pdf,"This paper is included in the Proceedings of the  32nd USENIX Security Symposium. August 9–11, 2023 • Anaheim, CA, USA 978-1-939133-37-3 Open access t","August 9–11, 2023 • Anaheim, CA, USA 978-1-939133-37-3 Open access to the Proceedings of the  32nd USENIX Security Symposium  is sponsored by USENIX.Meta-Sift: How to Sift Out a Clean Subset  in the P",def,Poisoning,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,usenixsecurity23-zhang-jiawei.pdf,"This paper is included in the Proceedings of the  32nd USENIX Security Symposium. August 9–11, 2023 • Anaheim, CA, USA 978-1-939133-37-3 Open access t","is sponsored by USENIX.DiffSmooth: Certifiably Robust Learning   via Diffusion Models and Local Smoothing Jiawei Zhang, UIUC; Zhongzhu Chen, University of Michigan, Ann Arbor;  Huan Zhang, Carnegie Me",def,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,usenixsecurity23-zhang-shibo.pdf,"This paper is included in the Proceedings of the  32nd USENIX Security Symposium. August 9–11, 2023 • Anaheim, CA, USA 978-1-939133-37-3 Open access t","is sponsored by USENIX.CAPatch: Physical Adversarial Patch   against Image Captioning Systems Shibo Zhang, USSLAB, Zhejiang University; Yushi Cheng, BNRist, Tsinghua University;   Wenjun Zhu, Xiaoyu J",atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,usenixsecurity23-zhang-zhuo-pelican (1).pdf,"This paper is included in the Proceedings of the  32nd USENIX Security Symposium. August 9–11, 2023 • Anaheim, CA, USA 978-1-939133-37-3 Open access t","Deep Learning Models In Binary Code Analysis Zhuo Zhang, Guanhong Tao, Guangyu Shen, Shengwei An, Qiuling Xu, Yingqi Liu,   and Yapeng Ye, Purdue University; Yaoxuan Wu, University of California, Los ",atk,Evasion,DL,Malware,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,usenixsecurity23-zhang-zhuo-pelican.pdf,"This paper is included in the Proceedings of the  32nd USENIX Security Symposium. August 9–11, 2023 • Anaheim, CA, USA 978-1-939133-37-3 Open access t","Deep Learning Models In Binary Code Analysis Zhuo Zhang, Guanhong Tao, Guangyu Shen, Shengwei An, Qiuling Xu, Yingqi Liu,   and Yapeng Ye, Purdue University; Yaoxuan Wu, University of California, Los ",atk,Evasion,DL,Malware,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,usenixsecurity23-zhu.pdf,"This paper is included in the Proceedings of the  32nd USENIX Security Symposium. August 9–11, 2023 • Anaheim, CA, USA 978-1-939133-37-3 Open access t","32nd USENIX Security Symposium  is sponsored by USENIX.TPatch: A Triggered Physical Adversarial Patch Wenjun Zhu and Xiaoyu Ji, USSLAB, Zhejiang University; Yushi Cheng, BNRist,  Tsinghua University; ",atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,2402.18104v2.pdf,"Making Them Ask and Answer: Jailbreaking Large Language Models in Few Queries via Disguise and Reconstruction Tong Liu1,2, Yingjie Zhang1,2, Zhe Zhao3","Tong Liu1,2, Yingjie Zhang1,2, Zhe Zhao3, Yinpeng Dong3,4, Guozhu Meng1,2,∗, Kai Chen1,2 1Institute of Information Engineering, Chinese Academy of Sciences, China 2School of Cyber Security, University",atk,Evasion,DL,Text,YES,YES,NO,Black-box,None,NO,Low,Low,0,0,0,0,0,1,1
2024,USINEX Adversarial ML.pdf,Hardware   Attacks   on   ML   1.,Attacks   on   ML,atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,sec23winter-prepub-118-sun.pdf,Neural Network Semantic Backdoor Detection and Mitigation: A Causality-Based Approach Bing Sun Singapore Management UniversityJun Sun Singapore Manage,Approach Bing Sun Singapore Management UniversityJun Sun Singapore Management University Wayne Koh,def,Poisoning,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,sec23winter-prepub-37-zhang-qingzhao.pdf,"On Data Fabrication in Collaborative Vehicular Perception: Attacks and Countermeasures Qingzhao Zhang1, Shuowei Jin1, Ruiyang Zhu1, Jiachen Sun1, Xumi","Qingzhao Zhang1, Shuowei Jin1, Ruiyang Zhu1, Jiachen Sun1, Xumiao Zhang1, Qi Alfred Chen2, Z. Morley Mao1,3 1University of Michigan,2University of California, Irvine,3Google Abstract Collaborative per",atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,sec23winter-prepub-4-ren.pdf,"Accelerating Secure Collaborative Machine Learning with Protocol-Aware RDMA Zhenghang Ren1, Mingxuan Fan1, Zilong Wang1, Junxue Zhang1, Chaoliang Zeng","Zhenghang Ren1, Mingxuan Fan1, Zilong Wang1, Junxue Zhang1, Chaoliang Zeng1, Zhicong Huang2, Cheng Hong2, and Kai Chen1,3 1iSING Lab@The Hong Kong University of Science and Technology2Ant Group 3Unive",def,NA,Both,Other,YES,YES,NO,Black-box,None,NO,None,Low,0,0,0,0,0,1,1
2024,sec24fall-prepub-1157-wang-haichen.pdf,dp-promise: Differentially Private Diffusion Probabilistic Models for Image Synthesis Haichen Wang1Shuchao Pang1∗Zhigang Lu2∗Yihang Rao1Yongbin Zhou1M,"Synthesis Haichen Wang1Shuchao Pang1∗Zhigang Lu2∗Yihang Rao1Yongbin Zhou1Minhui Xue3 1Nanjing University of Science and Technology, China 2James Cook University, Australia 3CSIRO’s Data61, Australia",def,Privacy,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,sec24fall-prepub-1479-layton.pdf,"SoK: The Good, The Bad, and The Unbalanced: Measuring Structural Limitations of Deepfake Media Datasets Seth Layton, Tyler Tucker, Daniel Olszewski, K","Measuring Structural Limitations of Deepfake Media Datasets Seth Layton, Tyler Tucker, Daniel Olszewski, Kevin Warren, Kevin Butler, and Patrick Traynor University of Florida Abstract Deepfake media r",def,NA,DL,Audio,YES,YES,NO,Black-box,None,NO,Low,Low,0,0,0,0,0,1,1
2024,sec24fall-prepub-1500-yu-zhiyuan.pdf,"Don’t Listen To Me: Understanding and Exploring Jailbreak Prompts of Large Language Models Zhiyuan Yu†, Xiaogeng Liu§, Shunning Liang†, Zach Cameron‡,","Large Language Models Zhiyuan Yu†, Xiaogeng Liu§, Shunning Liang†, Zach Cameron‡, Chaowei Xiao§, Ning Zhang† †Washington University in St. Louis,§University of Wisconsin - Madison,‡John Burroughs Scho",atk,Evasion,DL,Text,YES,YES,NO,Black-box,None,NO,High,Low,0,1,0,0,0,1,2
2024,sec24fall-prepub-180-xiang-chong (1).pdf,"PATCH CURE : Improving Certifiable Robustness, Model Utility, and Computation Efficiency of Adversarial Patch Defenses Chong Xiang1, Tong Wu1, Sihui D","Efficiency of Adversarial Patch Defenses Chong Xiang1, Tong Wu1, Sihui Dai1, Jonathan Petit2, Suman Jana3, Prateek Mittal1 1Princeton University,2Qualcomm Technologies, Inc.,3Columbia University Abstr",def,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,sec24fall-prepub-180-xiang-chong.pdf,"PATCH CURE : Improving Certifiable Robustness, Model Utility, and Computation Efficiency of Adversarial Patch Defenses Chong Xiang1, Tong Wu1, Sihui D","Efficiency of Adversarial Patch Defenses Chong Xiang1, Tong Wu1, Sihui Dai1, Jonathan Petit2, Suman Jana3, Prateek Mittal1 1Princeton University,2Qualcomm Technologies, Inc.,3Columbia University Abstr",def,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,sec24fall-prepub-199-grosse.pdf,"Towards More Practical Threat Models in Artificial Intelligence Security Kathrin Grosse,1Lukas Bieringer,2Tarek R. Besold,3Alexandre Alahi1 1EPFL, Swi","Kathrin Grosse,1Lukas Bieringer,2Tarek R. Besold,3Alexandre Alahi1 1EPFL, Switzerland,2QuantPi, Germany,3TU Eindhoven, The Netherlands Abstract Recent works have identified a gap between research and ",atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,sec24fall-prepub-200-wang-shuo.pdf,DNN-GP: Diagnosing and Mitigating Model’s Faults Using Latent Concepts Shuo Wang Shanghai Jiao Tong UniversityHongsheng Hu CSIRO’s Data61Jiamin Chang ,DNN-GP: Diagnosing and Mitigating Model’s Faults Using Latent Concepts Shuo Wang Shanghai Jiao Tong UniversityHongsheng Hu CSIRO’s Data61Jiamin Chang University of New South Wales,both,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,sec24fall-prepub-2129-yuan.pdf,"MD-ML: Super Fast Privacy-Preserving Machine Learning for Malicious Security with a Dishonest Majority Boshi Yuan1, Shixuan Yang1, Yongxiang Zhang1, N","for Malicious Security with a Dishonest Majority Boshi Yuan1, Shixuan Yang1, Yongxiang Zhang1, Ning Ding1,2,*, Dawu Gu1,2,*, and Shi-Feng Sun1,2 1Shanghai Jiao Tong University, China 2Shanghai Jiao To",atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,sec24fall-prepub-2154-pegoraro (1).pdf,DeepEclipse : How to Break White-Box DNN-Watermarking Schemes Alessandro Pegoraro Technical University of DarmstadtCarlotta Segna Technical University,DeepEclipse : How to Break White-Box DNN-Watermarking Schemes Alessandro Pegoraro Technical University of DarmstadtCarlotta Segna Technical University of Darmstadt Kavita Kumari,atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,sec24fall-prepub-2154-pegoraro.pdf,DeepEclipse : How to Break White-Box DNN-Watermarking Schemes Alessandro Pegoraro Technical University of DarmstadtCarlotta Segna Technical University,DeepEclipse : How to Break White-Box DNN-Watermarking Schemes Alessandro Pegoraro Technical University of DarmstadtCarlotta Segna Technical University of Darmstadt Kavita Kumari,atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,sec24fall-prepub-2341-nayan.pdf,SoK: All You Need to Know About On-Device ML Model Extraction - The Gap Between Research and Practice Tushar Nayan∗ Florida Intl. UniversityQiming Guo,Between Research and Practice Tushar Nayan∗ Florida Intl. UniversityQiming Guo∗ Florida Intl. UniversityMohammed Al Duniawi Florida Intl. University,atk,Multiple,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,sec24fall-prepub-2353-gohil (1).pdf,"AttackGNN : Red-Teaming GNNs in Hardware Security Using Reinforcement Learning Vasudev Gohil†,, Satwik Patnaik‡, Dileep Kalathil†, Jeyavijayan Rajendr","Red-Teaming GNNs in Hardware Security Using Reinforcement Learning Vasudev Gohil†,, Satwik Patnaik‡, Dileep Kalathil†, Jeyavijayan Rajendran† †Texas A&M University, USA,‡University of Delaware, USA †{",atk,Evasion,DL,Images,YES,YES,NO,Black-box,None,NO,High,Low,0,1,0,0,0,1,2
2024,sec24fall-prepub-2353-gohil.pdf,"AttackGNN : Red-Teaming GNNs in Hardware Security Using Reinforcement Learning Vasudev Gohil†,, Satwik Patnaik‡, Dileep Kalathil†, Jeyavijayan Rajendr","Red-Teaming GNNs in Hardware Security Using Reinforcement Learning Vasudev Gohil†,, Satwik Patnaik‡, Dileep Kalathil†, Jeyavijayan Rajendran† †Texas A&M University, USA,‡University of Delaware, USA †{",atk,Evasion,DL,Images,YES,YES,NO,Black-box,None,NO,High,Low,0,1,0,0,0,1,2
2024,sec24fall-prepub-2868-wang-lijin.pdf,"Property Existence Inference against Generative Models Lijin Wang1, Jingjing Wang1, Jie Wan1, Lin Long1, Ziqi Yang1,2⇤, and Zhan Qin1,2 1Zhejiang Univ","Property Existence Inference against Generative Models Lijin Wang1, Jingjing Wang1, Jie Wan1, Lin Long1, Ziqi Yang1,2⇤, and Zhan Qin1,2 1Zhejiang University 2ZJU-Hangzhou Global Scientiﬁc and Technolo",atk,Privacy,DL,Images,YES,YES,NO,Black-box,Full,NO,High,Low,0,1,0,0,0,1,2
2024,sec24fall-prepub-2979-krauss.pdf,ClearStamp: A Human-Visible and Robust Model-Ownership Proof based on Transposed Model Training Torsten Krauß University of WürzburgJasper Stang Unive,Transposed Model Training Torsten Krauß University of WürzburgJasper Stang University of WürzburgAlexandra Dmitrienko University of Würzburg,def,NA,DL,Images,YES,NO,NO,White-box,Full,YES,High,Low,1,1,1,0,1,1,5
2024,sec24fall-prepub-37-jiang-zhifeng.pdf,"Lotto: Secure Participant Selection against Adversarial Servers in Federated Learning Zhifeng Jiang1Peng Ye1Shiqi He2,∗Wei Wang1Ruichuan Chen3Bo Li1 1","in Federated Learning Zhifeng Jiang1Peng Ye1Shiqi He2,∗Wei Wang1Ruichuan Chen3Bo Li1 1HKUST2University of Michigan3Nokia Bell Labs Abstract In Federated Learning (FL), many privacy-enhancing tech-",def,Privacy,DL,Images,YES,YES,NO,Black-box,None,NO,Low,Low,0,0,0,0,0,1,1
