Year,Conference,Filename,Title,Authors,G1,G2,G3,G4,G5,G6,G7,T1,T2,Q1,Q2,Q3,Flag_Grad,Flag_HighQ,Flag_WB,Flag_NoEcon,Flag_NoCode,Flag_NoReal,Traditional_Score
2023,IEEE,2009.04131v9.pdf,"SoK: Certiﬁed Robustness for Deep Neural Networks Linyi LiTao XieyBo Li University of Illinois Urbana-Champaign, flinyi2,lbog@illinois.edu yKey Lab","Deep Neural Networks Linyi LiTao XieyBo Li University of Illinois Urbana-Champaign, flinyi2,lbog@illinois.edu yKey Laboratory of High Conﬁdence Software Technologies, MoE (Peking University), taoxi",def,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,IEEE,2112.04558v2.pdf,arXiv:2112.04558v2  [cs.CR]  15 Feb 2023SoK: Anti-Facial Recognition Technology Emily Wenger University of Chicago ewenger@uchicago.eduShawn Shan Univ,arXiv:2112.04558v2  [cs.CR]  15 Feb 2023SoK: Anti-Facial Recognition Technology Emily Wenger University of Chicago ewenger@uchicago.eduShawn Shan University of Chicago,atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,IEEE,2201.02775v4.pdf,"ADI: Adversarial Dominating Inputs in Vertical Federated Learning Systems Qi Pang†, Yuanyuan Yuan‡, Shuai Wang‡1, Wenting Zheng† †Carnegie Mellon Univ","Federated Learning Systems Qi Pang†, Yuanyuan Yuan‡, Shuai Wang‡1, Wenting Zheng† †Carnegie Mellon University,‡HKUST Abstract —Vertical federated learning (VFL) system has re- cently become prominent ",atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,IEEE,2208.12348v2.pdf,"SNAP: Efficient Extraction of Private Properties with Poisoning Harsh Chaudhari∗, John Abascal∗, Alina Oprea∗, Matthew Jagielski†, Florian Tramèr‡, Jo","SNAP: Efficient Extraction of Private Properties with Poisoning Harsh Chaudhari∗, John Abascal∗, Alina Oprea∗, Matthew Jagielski†, Florian Tramèr‡, Jonathan Ullman∗ ∗Northeastern University,†Google Re",atk,Poisoning,DL,Other,YES,YES,NO,Black-box,,NO,High,Low,0,1,0,0,0,1,2
2023,IEEE,2210.10936v1.pdf,FedRecover: Recovering from Poisoning Attacks in Federated Learning using Historical Information Xiaoyu Cao∗Jinyuan Jia∗Zaixi Zhang+Neil Zhenqiang Gon,"Federated Learning using Historical Information Xiaoyu Cao∗Jinyuan Jia∗Zaixi Zhang+Neil Zhenqiang Gong∗ ∗Duke University+University of Science and Technology of China {xiaoyu.cao, jinyuan.jia, neil.go",def,Poisoning,DL,Images,YES,NO,NO,White-box,Full,YES,High,Low,1,1,1,0,1,1,5
2023,IEEE,2302.00539v4.pdf,"Analyzing Leakage of Personally Identiﬁable Information in Language Models Nils Lukas§, Ahmed Salemy, Robert Simy, Shruti Topley, Lukas Wutschitzyand","Information in Language Models Nils Lukas§, Ahmed Salemy, Robert Simy, Shruti Topley, Lukas Wutschitzyand Santiago Zanella-B ´egueliny University of Waterloo,yMicrosoft nlukas@uwaterloo.ca, ft-salem",atk,Privacy,DL,Text,YES,YES,NO,Black-box,,NO,High,Low,0,1,0,0,0,1,2
2023,IEEE,3DFed_Adaptive_and_Extensible_Framework_for_Covert_Backdoor_Attack_in_Federated_Learning.pdf,"3DFed: Adaptive and Extensible Framework for Covert Backdoor Attack in Federated Learning Haoyang Li1, Qingqing Y e1, Haibo Hu1* , Jin Li2, Leixia Wan","Covert Backdoor Attack in Federated Learning Haoyang Li1, Qingqing Y e1, Haibo Hu1* , Jin Li2, Leixia Wang3, Chengfang Fang4, Jie Shi4 1The Hong Kong Polytechnic University, hao-yang9905.li@connect.po",atk,Poisoning,DL,Images,YES,YES,NO,Black-box,,YES,High,Low,1,1,0,0,0,1,3
2023,IEEE,3d-spoof-sp23.pdf,"DepthFake : Spooﬁng 3D Face Authentication with a 2D Photo Zhihao Wu1, Yushi Cheng2, Jiahui Yang1, Xiaoyu Ji1†, Wenyuan Xu1† 1Ubiquitous System Securi","DepthFake : Spooﬁng 3D Face Authentication with a 2D Photo Zhihao Wu1, Yushi Cheng2, Jiahui Yang1, Xiaoyu Ji1†, Wenyuan Xu1† 1Ubiquitous System Security Lab (USSLAB), Zhejiang University 2Beijing Nati",atk,Evasion,DL,Images,YES,YES,NO,Black-box,,NO,High,Low,0,1,0,0,0,1,2
2023,IEEE,933600a019.pdf,"Deepfake Text Detection: Limitations and Opportunities Jiameng Pu∗¶, Zain Sarwar†¶, Sifat Muhammad Abdullah∗, Abdullah Rehman∗, Yoonjin Kim∗, Parantap","Jiameng Pu∗¶, Zain Sarwar†¶, Sifat Muhammad Abdullah∗, Abdullah Rehman∗, Yoonjin Kim∗, Parantapa Bhattacharya§, Mobin Javed‡, Bimal Viswanath∗ ∗Virginia Tech,†University of Chicago,‡LUMS Pakistan,§Uni",atk,Evasion,DL,Text,YES,YES,NO,Black-box,,NO,,Low,0,0,0,0,0,1,1
2023,IEEE,933600a076.pdf,"Private, Efﬁcient, and Accurate: Protecting Models Trained by Multi-party Learning with Differential Privacy Wenqiang Ruan$, Mingxin Xu$, Wenjing Fang","Multi-party Learning with Differential Privacy Wenqiang Ruan$, Mingxin Xu$, Wenjing Fang+,L iW a n g+, Lei Wang+, Weili Han$ $Laboratory of Data Analytics and Security, Fudan University,+Ant Group ${w",def,Privacy,Both,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,IEEE,933600a327.pdf,"SoK: Let the Privacy Games Begin! A Unified Treatment of Data Inference Privacy in Machine Learning Ahmed Salem∗‡, Giovanni Cherubin∗, David Evans†, B","Andrew Paverd∗, Anshuman Suri†, Shruti Tople∗, Santiago Zanella-B ´eguelin∗‡ ∗Microsoft {t-salem.ahmed, giovanni.cherubin, boris.koepf, andrew.paverd, shruti.tople, santiago }@microsoft.com †Universit",def,Privacy,Both,Other,YES,NO,NO,White-box,Full,YES,High,Low,1,1,1,0,1,1,5
2023,IEEE,933600a346.pdf,"Analyzing Leakage of Personally Identifiable Information in Language Models Nils Lukas∗§, Ahmed Salem†, Robert Sim†, Shruti Tople†, Lukas Wutschitz†an","Information in Language Models Nils Lukas∗§, Ahmed Salem†, Robert Sim†, Shruti Tople†, Lukas Wutschitz†and Santiago Zanella-B ´eguelin† ∗University of Waterloo,†Microsoft Research nlukas@uwaterloo.ca,",atk,Privacy,DL,Text,YES,YES,NO,Black-box,,NO,High,Low,0,1,0,0,0,1,2
2023,IEEE,933600a432.pdf,"D-DAE: Defense-Penetrating Model Extraction Attacks Yanjiao Chen1, Rui Guan2, Xueluan Gong1∗, Jianshuo Dong3, and Meng Xue1 1School of Computer Scienc","Extraction Attacks Yanjiao Chen1, Rui Guan2, Xueluan Gong1∗, Jianshuo Dong3, and Meng Xue1 1School of Computer Science, Wuhan University, China 2School of Mathematics and Statistics, Wuhan University,",atk,Evasion,DL,Images,YES,YES,NO,Black-box,,NO,High,Low,0,1,0,0,0,1,2
2023,IEEE,933600a719.pdf,"Jigsaw Puzzle: Selective Backdoor Attack to Subvert Malware Classiﬁers Limin Yang*, Zhi Chen*, Jacopo Cortellazziyz, Feargus Pendleburyz, Kevin Tu* Fa","Limin Yang*, Zhi Chen*, Jacopo Cortellazziyz, Feargus Pendleburyz, Kevin Tu* Fabio Pierazziy, Lorenzo Cavallaroz, Gang Wang* *University of Illinois at Urbana-ChampaignyKing’s College LondonzUniversit",atk,Poisoning,DL,Malware,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,IEEE,933600a755.pdf,"REDEEM MYSELF : Purifying Backdoors in Deep Learning Models using Self Attention Distillation Xueluan Gong1, Yanjiao Chen2∗, Wang Yang3, Qian Wang3∗Yu","Learning Models using Self Attention Distillation Xueluan Gong1, Yanjiao Chen2∗, Wang Yang3, Qian Wang3∗Yuzhe Gu3, Huayang Huang3, and Chao Shen4 1School of Computer Science, Wuhan University, China 2",def,Poisoning,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,IEEE,933600a853.pdf,On The Empirical Effectiveness of Unrealistic Adversarial Hardening Against Realistic Adversarial Attacks 1stSalijona Dyrmishi University of Luxembour,Attacks 1stSalijona Dyrmishi University of Luxembourg salijona.dyrmishi@uni.lu2ndSalah Ghamizi University of Luxembourg,both,Evasion,DL,Text,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,IEEE,933600a906.pdf,"TrojanModel: A Practical Trojan Attack against Automatic Speech Recognition Systems Wei Zong∗B, Yang-Wai Chow∗, Willy Susilo∗, Kien Do†and Svetha Venk","Automatic Speech Recognition Systems Wei Zong∗B, Yang-Wai Chow∗, Willy Susilo∗, Kien Do†and Svetha Venkatesh† ∗Institute of Cybersecurity and Cryptology (iC2), University of Wollongong, Australia {wzo",atk,Evasion,DL,Audio,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,IEEE,933600b239.pdf,"PublicCheck: Public Integrity Veriﬁcation for Services of Run-time Deep Models Shuo Wangy, Sharif Abuadbbay, Sidharth Agarwalz, Kristen Moorey, Ruo","yCybersecurity CRC, Australia zIndian Institute of Technology Delhi, India xUniversity of New South Wales, Australia Abstract —Existing integrity veriﬁcation approaches for deep models are designed fo",def,,DL,Images,YES,NO,NO,White-box,,NO,Low,Low,0,0,1,0,1,1,3
2023,IEEE,933600b524.pdf,"GEESOLVER : A Generic, Efficient, and Effortless Solver with Self-Supervised Learning for Breaking Text Captchas Ruijie Zhao†§, Xianwen Deng†§∗, Yanha","Ruijie Zhao†§, Xianwen Deng†§∗, Yanhao Wang‡, Zhicong Yan†, Zhengguang Han††, Libo Chen†, Zhi Xue†∗, and Yijun Wang†∗ †Shanghai Jiao Tong University‡QI-ANXIN††QI-AN Pangu (Shanghai) InfoTech Co., Ltd.",atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,IEEE,933600b901.pdf,"Accuracy-Privacy Trade-off in Deep Ensemble: A Membership Inference Perspective Shahbaz Rezaei University of California Davis, CA, USA srezaei@ucdavis","A Membership Inference Perspective Shahbaz Rezaei University of California Davis, CA, USA srezaei@ucdavis.eduZubair Shafiq",both,Privacy,DL,Images,YES,YES,NO,Black-box,Partial,NO,High,Low,0,1,0,0,0,1,2
2023,IEEE,933600b935.pdf,"SNAP: Efficient Extraction of Private Properties with Poisoning Harsh Chaudhari∗, John Abascal∗, Alina Oprea∗, Matthew Jagielski†, Florian Tramèr‡, Jo","SNAP: Efficient Extraction of Private Properties with Poisoning Harsh Chaudhari∗, John Abascal∗, Alina Oprea∗, Matthew Jagielski†, Florian Tramèr‡, Jonathan Ullman∗ ∗Northeastern University,†Google Re",atk,Poisoning,DL,Other,YES,NO,NO,Black-box,,NO,High,Low,0,1,0,0,1,1,3
2023,IEEE,AI-Guardian_Defeating_Adversarial_Attacks_using_Backdoors.pdf,"AI-Guardian: Defeating Adversarial Attacks using Backdoors Hong Zhu1,2, Shengzhi Zhang3, and Kai Chen1,2,∗ 1SKLOIS, Institute of Information Engineeri","Hong Zhu1,2, Shengzhi Zhang3, and Kai Chen1,2,∗ 1SKLOIS, Institute of Information Engineering, Chinese Academy of Sciences, China 2School of Cyber Security, University of Chinese Academy of Sciences, ",def,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,IEEE,BayBFed_Bayesian_Backdoor_Defense_for_Federated_Learning.pdf,"BayBFed : Bayesian Backdoor Defense for Federated Learning Kavita Kumari†∗, Phillip Rieger†, Hossein Fereidooni†, Murtuza Jadliwala‡and Ahmad-Reza Sad","BayBFed : Bayesian Backdoor Defense for Federated Learning Kavita Kumari†∗, Phillip Rieger†, Hossein Fereidooni†, Murtuza Jadliwala‡and Ahmad-Reza Sadeghi† †Technical University of Darmstadt,‡The Univ",def,Poisoning,DL,Images,YES,NO,NO,White-box,Full,YES,High,Low,1,1,1,0,1,1,5
2023,IEEE,Breaking_Security-Critical_Voice_Authentication.pdf,"Breaking Security-Critical V oice Authentication Andre Kassis∗and Urs Hengartner† Cheriton School of Computer Science University of Waterloo Waterloo,","Andre Kassis∗and Urs Hengartner† Cheriton School of Computer Science University of Waterloo Waterloo, Canada ∗akassis@uwaterloo.ca,†urs.hengartner@uwaterloo.ca",atk,Evasion,DL,Audio,YES,YES,NO,Black-box,Full,NO,Low,Low,0,0,0,0,0,1,1
2023,IEEE,Disguising_Attacks_with_Explanation-Aware_Backdoors.pdf,Disguising Attacks with Explanation-Aware Backdoors Maximilian Noppel KASTEL Security Research Labs Karlsruhe Institute of Technology GermanyLukas Pet,KASTEL Security Research Labs Karlsruhe Institute of Technology GermanyLukas Peter KASTEL Security Research Labs Karlsruhe Institute of Technology GermanyChristian Wressnegger,atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,IEEE,ELSA_Secure_Aggregation_for_Federated_Learning_with_Malicious_Actors.pdf,"ELSA: Secure Aggregation for Federated Learning with Malicious Actors Mayank Rathee1, Conghao Shen1,2, Sameer Wagh1,3, and Raluca Ada Popa1 University","ELSA: Secure Aggregation for Federated Learning with Malicious Actors Mayank Rathee1, Conghao Shen1,2, Sameer Wagh1,3, and Raluca Ada Popa1 University of California, Berkeley1 Stanford University2 Dev",def,Poisoning,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,IEEE,ImU_Physical_Impersonating_Attack_for_Face_Recognition_System_with_Natural_Style_Changes.pdf,"ImU: Physical Impersonating Attack for Face Recognition System with Natural Style Changes Shengwei An†, Y uan Yao‡, Qiuling Xu†, Shiqing Ma§, Guanhong","Shengwei An†, Y uan Yao‡, Qiuling Xu†, Shiqing Ma§, Guanhong Tao†, Siyuan Cheng†, Kaiyuan Zhang†, Yingqi Liu†, Guangyu Shen†, Ian Kelk¶, Xiangyu Zhang† †Purdue University,‡Nanjing University,§Rutgers ",atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,IEEE,ObjectSeeker_Certifiably_Robust_Object_Detection_against_Patch_Hiding_Attacks_via_Patch-agnostic_Masking.pdf,ObjectSeeker: Certifiably Robust Object Detection against Patch Hiding Attacks via Patch-agnostic Masking Chong Xiang Princeton University cxiang@prin,Patch-agnostic Masking Chong Xiang Princeton University cxiang@princeton.eduAlexander Valtchanov Princeton University,def,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,IEEE,On_the_Insecurity_of_Peer-to-Peer_Decentralized_Machine_Learning.pdf,"On the (In)security of Peer-to-Peer Decentralized Machine Learning Dario Pasquini SPRING Lab; EPFL, Switzerland dario.pasquini@epﬂ.chMathilde Raynal S","Dario Pasquini SPRING Lab; EPFL, Switzerland dario.pasquini@epﬂ.chMathilde Raynal SPRING Lab; EPFL, Switzerland mathilde.raynal@epﬂ.chCarmela Troncoso",atk,Privacy,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,IEEE,RAB_Provable_Robustness_Against_Backdoor_Attacks.pdf,"RAB: Provable Robustness Against Backdoor Attacks Maurice Weber† ∗Xiaojun Xu‡ ∗Bojan Karla ˇs†Ce Zhang†Bo Li‡ †ETH Zurich, Switzerland {maurice.weber,","RAB: Provable Robustness Against Backdoor Attacks Maurice Weber† ∗Xiaojun Xu‡ ∗Bojan Karla ˇs†Ce Zhang†Bo Li‡ †ETH Zurich, Switzerland {maurice.weber, karlasb, ce.zhang }@inf.ethz.ch ‡University of Il",def,Poisoning,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,IEEE,RoFL_Robustness_of_Secure_Federated_Learning.pdf,"RoFL: Robustness of Secure Federated Learning Hidde Lycklama∗, Lukas Burkhalter∗, Alexander Viand, Nicolas K ¨uchler, Anwar Hithnawi ETH Zurich Abstra","ETH Zurich Abstract —Even though recent years have seen many attacks exposing severe vulnerabilities in Federated Learning (FL), a holistic understanding of what enables these attacks and how they can",def,Poisoning,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,IEEE,Spectral-DP_Differentially_Private_Deep_Learning_through_Spectral_Perturbation_and_Filtering.pdf,"Spectral-DP: D ifferentially P rivate Deep Learning through Spectral Perturbation and Filtering Ce Feng∗1, Nuo Xu∗1, Wujie Wen1, Parv V enkitasubraman","and Filtering Ce Feng∗1, Nuo Xu∗1, Wujie Wen1, Parv V enkitasubramaniam1, Caiwen Ding2 1Lehigh University,2University of Connecticut {cef419, nux219, wuw219, pav309 }@lehigh.edu, caiwen.ding@uconn.edu",def,Privacy,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,IEEE,Spoofing_Real-world_Face_Authentication_Systems_through_Optical_Synthesis.pdf,"Spoofing Real-world Face Authentication Systems through Optical Synthesis Yueli Yan, Zhice Yang School of Information Science and Technology, Shanghai","through Optical Synthesis Yueli Yan, Zhice Yang School of Information Science and Technology, ShanghaiTech University, China Abstract —Facial information has been used for authentication purposes. Rec",atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,IEEE,StyleFool_Fooling_Video_Classification_Systems_via_Style_Transfer.pdf,"StyleFool: Fooling Video Classiﬁcation Systems via Style Transfer Yuxin Cao, Xi Xiao, Ruoxi Suny, Derui Wangy, Minhui Xueyand Sheng Wenz Shenzhen I","StyleFool: Fooling Video Classiﬁcation Systems via Style Transfer Yuxin Cao, Xi Xiao, Ruoxi Suny, Derui Wangy, Minhui Xueyand Sheng Wenz Shenzhen International Graduate School, Tsinghua University,",atk,Evasion,DL,Images,YES,YES,NO,Black-box,,NO,Low,Low,0,0,0,0,0,1,1
2023,NDS,ndss2023_f103_paper.pdf,"OBS AN: An Out-Of-Bound Sanitizer to Harden DNN Executables Yanzuo Chen, Yuanyuan Yuan, Shuai Wang The Hong Kong University of Science and Technolog","DNN Executables Yanzuo Chen, Yuanyuan Yuan, Shuai Wang The Hong Kong University of Science and Technology fychenjo,yyuanaq,shuaiw g@cse.ust.hk Abstract —The rapid adoption of deep neural network (DN",def,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,NDS,ndss2023_f243_paper.pdf,"Attacks as Defenses: Designing Robust Audio CAPTCHAs Using Attacks on Automatic Speech Recognition Systems Hadi Abdullah1∗, Aditya Karleka2, Saurabh P","Hadi Abdullah1∗, Aditya Karleka2, Saurabh Prasad2, Muhammad Sajidur Rahman2, Logan Blue2, Luke A. Bauer2, Vincent Bindschaedler2, Patrick Traynor2 Visa Research, Atlanta, GA1University of Florida, Gai",def,Evasion,DL,Audio,YES,YES,NO,Black-box,,NO,High,Low,0,1,0,0,0,1,2
2023,NDS,ndss2023_f287_paper.pdf,"Backdoor Attacks Against Dataset Distillation Yugeng Liu,†Zheng Li,†Michael Backes,†Yun Shen,§and Yang Zhang† †CISPA Helmholtz Center for Information ","Yugeng Liu,†Zheng Li,†Michael Backes,†Yun Shen,§and Yang Zhang† †CISPA Helmholtz Center for Information Security§NetApp {yugeng.liu, zheng.li, director, zhang }@cispa.de, yun.shen@netapp.com Abstract ",atk,Poisoning,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,NDS,ndss2023_f394_paper.pdf,"Him of Many Faces: Characterizing Billion-scale Adversarial and Benign Browser Fingerprints on Commercial Websites Shujiang Wu, Pengfei Suny, Yao Zhao","Commercial Websites Shujiang Wu, Pengfei Suny, Yao Zhaoy, and Yinzhi Cao Johns Hopkins University,yF5, Inc. fswu68, yinzhi.caog@jhu.edu, fp.sun, y.zhaog@f5.com especially given that it is a weak means",atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,NDS,ndss2023_f444_paper.pdf,"REaaS: Enabling Adversarially Robust Downstream Classifiers via Robust Encoder as a Service Wenjie Qu1, Jinyuan Jia2, Neil Zhenqiang Gong3 1Huazhong U","Classifiers via Robust Encoder as a Service Wenjie Qu1, Jinyuan Jia2, Neil Zhenqiang Gong3 1Huazhong University of Science and Technology, wen jiequ@outlook.com 2University of Illinois Urbana-Champaig",def,Evasion,DL,Images,YES,YES,NO,Black-box,,NO,Low,Low,0,0,0,0,0,1,1
2023,NDS,ndss2023_f508_paper.pdf,"BARS: Local Robustness Certification for Deep Learning based Traffic Analysis Systems Kai Wang∗†, Zhiliang Wang∗†‡, Dongqi Han∗†, Wenqi Chen∗†, Jiahai","Learning based Traffic Analysis Systems Kai Wang∗†, Zhiliang Wang∗†‡, Dongqi Han∗†, Wenqi Chen∗†, Jiahai Yang∗†‡, Xingang Shi∗†, Xia Yin†§ ∗Institute for Network Sciences and Cyberspace, BNRist, Tsing",def,Evasion,DL,Other,YES,YES,NO,Black-box,,YES,High,Low,1,1,0,0,0,1,3
2023,NDS,ndss2023_f874_paper.pdf,"Focusing on Pinocchio’s Nose: A Gradients Scrutinizer to Thwart Split-Learning Hijacking Attacks Using Intrinsic Attributes Jiayun Fu∗, Xiaojing Ma1∗,","Jiayun Fu∗, Xiaojing Ma1∗, Bin B. Zhu†, Pingyi Hu∗, Ruixin Zhao∗, Yaru Jia∗, Peng Xu∗, Hai Jin∗, and Dongmei Zhang† ∗Huazhong University of Science and Technology, Wuhan, China †Microsoft Research Asi",atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,NDS,ndss2023_f924_paper.pdf,"Adversarial Robustness for Tabular Data through Cost and Utility Awareness Klim Kireev,yBogdan Kulynych,yCarmela Troncoso EPFL SPRING Lab value of a p","Klim Kireev,yBogdan Kulynych,yCarmela Troncoso EPFL SPRING Lab value of a person’s salary, another to their age, and another to a categorical value representing their marital status. The properties of",atk,Evasion,DL,Other,YES,NO,NO,Black-box,,NO,High,High,0,1,0,0,1,1,3
2023,NDS,ndss2023_f944_paper.pdf,"BEAGLE : Forensics of Deep Learning Backdoor Attack for Better Defense Siyuan Cheng, Guanhong Tao, Yingqi Liu, Shengwei An, Xiangzhe Xu, Shiwei Feng, ","Siyuan Cheng, Guanhong Tao, Yingqi Liu, Shengwei An, Xiangzhe Xu, Shiwei Feng, Guangyu Shen, Kaiyuan Zhang, Qiuling Xu, Shiqing Ma:, Xiangyu Zhang Purdue University,:Rutgers University {cheng535, taog",atk,Poisoning,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,NDS,ndss2023_s112_paper.pdf,Securing Federated Sensitive Topic Classification against Poisoning Attacks Tianyue Chu IMDEA Networks Institute Universidad Carlos III de MadridAlvar,Universidad Carlos III de MadridAlvaro Garcia-Recuero IMDEA Networks InstituteCostas Iordanou Cyprus University of Technology Georgios Smaragdakis TU DelftNikolaos Laoutaris,def,Poisoning,DL,Text,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,NDS,ndss2023_s165_paper.pdf,RoVISQ: Reduction of Video Service Quality via Adversarial Attacks on Deep Learning-based Video Compression Jung-Woo Chang∗Mojan Javaheripi∗Seira Hida,"Deep Learning-based Video Compression Jung-Woo Chang∗Mojan Javaheripi∗Seira Hidano†Farinaz Koushanfar∗ ∗University of California San Diego†KDDI Research, Inc. {juc023, mojan, farinaz }@ucsd.edu, se-hi",atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,NDS,ndss2023_s171_paper.pdf,"PPA: Preference Profiling Attack Against Federated Learning Chunyi Zhou†§∗, Yansong Gao†∗, Anmin Fu†§‡, Kai Chen§, Zhiyang Dai†, Zhi Zhang¶, Minhui Xu","Chunyi Zhou†§∗, Yansong Gao†∗, Anmin Fu†§‡, Kai Chen§, Zhiyang Dai†, Zhi Zhang¶, Minhui Xue¶, and Yuqing Zhang∥ †School of Computer Science and Engineering, Nanjing University of Science and Technolog",atk,Privacy,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,NDS,ndss2023_s69_paper.pdf,"The “Beatrix” Resurrections: Robust Backdoor Detection via Gram Matrices Wanlun May, Derui Wangz, Ruoxi Sunz, Minhui Xuez, Sheng Weny, and Yang Xiangy","Robust Backdoor Detection via Gram Matrices Wanlun May, Derui Wangz, Ruoxi Sunz, Minhui Xuez, Sheng Weny, and Yang Xiangy ySwinburne University of Technology, Australia zCSIRO’s Data61, Australia BadN",def,Poisoning,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,NDS,ndss2023_s70_paper.pdf,"Evasion Attacks and Defenses on Smart Home Physical Event Veriﬁcation Muslum Ozgur Ozmen, Ruoyu Song, Habiba Farrukh, and Z. Berkay Celik Purdue Unive","Physical Event Veriﬁcation Muslum Ozgur Ozmen, Ruoyu Song, Habiba Farrukh, and Z. Berkay Celik Purdue University {mozmen, song464, hfarrukh, zcelik}@purdue.edu Abstract —In smart homes, when an actuat",def,Evasion,Both,Other,YES,YES,YES,Gray-box,Partial,NO,Low,Low,0,0,0,0,0,0,0
2023,NDS,ndss2023_s87_paper.pdf,"Machine Unlearning of Features and Labels Alexander Warnecke∗, Lukas Pirch∗, Christian Wressnegger†and Konrad Rieck∗ ∗Technische Universit ¨at Braunsc","∗Technische Universit ¨at Braunschweig †KASTEL Security Research Labs, Karlsruhe Institute of Technology (KIT) Abstract —Removing information from a machine learning model is a non-trivial task that r",def,Privacy,Both,Text,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,USENIX,2302.09491v1.pdf,"XX-Adv: Physical Adversarial Object Attacks against X-ray Prohibited Item Detection Aishan Liu1*, Jun Guo1*, Jiakai Wang2, Siyuan Liang3, Renshuai Tao","Aishan Liu1*, Jun Guo1*, Jiakai Wang2, Siyuan Liang3, Renshuai Tao1, Wenbo Zhou4, Cong Liu5, Xianglong Liu1;2;6†, Dacheng Tao7 1Beihang University,2Zhongguancun Laboratory,3Chinese Academy of Sciences",atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,USENIX,sec23_slides_eykholt.pdf,"URET: Universal Robustness Evaluation Toolkit (for Evasion)Kevin Eykholt, Taesung Lee, Douglas Schales, Jiyong Jang, Ian Molloy and Masha Zorin",,atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,USENIX,sec23fall-prepub-2-li-heng.pdf,"Black-box Adversarial Example Attack towards FCG Based Android Malware Detection under Incomplete Feature Information Heng Li†, Zhang Cheng‡,†, Bang W","Detection under Incomplete Feature Information Heng Li†, Zhang Cheng‡,†, Bang Wu†, Liheng Y uan†, Cuiying Gao†, Wei Y uan†∗, Xiapu Luo⋆ †Huazhong University of Science and Technology ⋆The Hong Kong Po",atk,Evasion,DL,Malware,YES,NO,NO,Black-box,,NO,High,Low,0,1,0,0,1,1,3
2023,USENIX,sec23fall-prepub-28-zhang-boyang.pdf,A Plot is Worth a Thousand Words: Model Information Stealing Attacks via Scientific Plots Boyang Zhang1Xinlei He1Yun Shen2Tianhao Wang3Yang Zhang1 1CI,Scientific Plots Boyang Zhang1Xinlei He1Yun Shen2Tianhao Wang3Yang Zhang1 1CISPA Helmholtz Center for Information Security2NetApp3University of Virginia Abstract Building advanced machine learning (ML,atk,Privacy,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
