Paper_ID,Year,Conference,Filename,G1,G2,G3,G4,G5,G6,T1,Q1,Q2
265,2022,USENIX,sec22-pan-hidden.pdf,atk,Poisoning,Text,No,No,No,White-box,Yes,None
266,2022,USENIX,sec22-pang-ren.pdf,both,Multiple,Images,No,No,No,White-box/Black-box,Yes,High
267,2022,USENIX,sec22-shan.pdf,def,Poisoning,Images,No,No,No,NA,NA,NA
268,2022,USENIX,sec22-tang.pdf,def,Privacy,Other,No,No,No,Black-box,NA,NA
269,2022,USENIX,sec22-vaishnavi.pdf,def,Evasion,Images,No,Yes,No,White-box,NA,NA
270,2022,USENIX,sec22-xiang.pdf,def,Evasion,Images,No,Yes,No,White-box,NA,NA
271,2022,USENIX,sec22-yan.pdf,both,Evasion,Images,No,No,No,Black-box,No,None
272,2022,USENIX,sec22-yuan-xiaoyong.pdf,both,Privacy,Images,No,No,No,Black-box,No,Low
273,2022,USENIX,sec22-zhang-zhikun.pdf,both,Privacy,Other,No,Yes,No,Black-box,No,Low
274,2022,USENIX,sec22-zhou-ce.pdf,atk,Evasion,Images,No,No,Yes,Black-box,No,None
275,2022,USENIX,sec22fall_mehnaz.pdf,atk,Privacy,Other,No,Yes,No,Black-box,No,High
276,2022,USENIX,sec22summer_arp.pdf,def,NA,Malware,No,No,No,NA,NA,NA
277,2022,USENIX,sec22summer_hua.pdf,def,Privacy,Images,No,Yes,No,NA,NA,NA
278,2022,USENIX,sec22summer_zhang-zhikun.pdf,both,Privacy,Other,No,Yes,No,Black-box,No,Low
279,2023,USENIX,2302.09491v1.pdf,atk,Evasion,Images,No,Yes,Yes,White-box/Black-box,Yes,None
280,2023,USENIX,sec23_slides_eykholt.pdf,atk,Evasion,Other,No,No,No,Black-box,No,High
281,2023,USENIX,sec23fall-prepub-2-li-heng.pdf,atk,Evasion,Malware,No,No,No,Black-box,No,Low
282,2023,USENIX,sec23fall-prepub-28-zhang-boyang.pdf,both,Privacy,Images,No,Yes,No,Black-box,No,None
283,2023,USENIX,sec23fall-prepub-34-liu-aishan.pdf,atk,Evasion,Images,No,Yes,Yes,White-box/Black-box,Yes,None
284,2023,USENIX,sec23fall-prepub-353-sandoval.pdf,def,NA,Text,No,Yes,No,NA,NA,NA
285,2023,USENIX,sec23fall-prepub-421-li-xiaoguang.pdf,both,Poisoning,Other,No,No,No,Black-box,No,None
286,2023,USENIX,sec23fall-prepub-427-yang-yuchen.pdf,def,Privacy,Images,No,Yes,No,NA,NA,NA
287,2023,USENIX,sec23fall-prepub-85-fu-chong.pdf,def,Poisoning,Images,No,No,No,NA,NA,NA
288,2023,USENIX,sec23summer_136-li_zheng-prepub.pdf,def,NA,Images,No,Yes,No,NA,NA,NA
289,2023,USENIX,sec23summer_146-prokos-prepub.pdf,atk,Evasion,Images,No,No,No,Black-box,No,High
290,2023,USENIX,sec23summer_349-cao-prepub.pdf,atk,Evasion,Other,No,Yes,No,Black-box,No,None
291,2023,USENIX,sec23summer_372-yue-prepub.pdf,atk,Privacy,Images,No,No,No,White-box,Yes,None
292,2023,USENIX,sec23summer_388-rosenberg-prepub (1).pdf,def,Privacy,Images,No,Yes,Yes,White-box/Black-box,Yes,None
293,2023,USENIX,sec23summer_388-rosenberg-prepub.pdf,def,Privacy,Images,No,Yes,Yes,White-box/Black-box,Yes,None
294,2023,USENIX,sec23summer_406-liu_zhibo-prepub.pdf,atk,Privacy,Other,No,Yes,No,Black-box,No,None
295,2023,USENIX,usenixsecurity23-ahmed-shimaa.pdf,atk,Evasion,Audio,No,No,No,Black-box,No,Low
296,2023,USENIX,usenixsecurity23-aonzo.pdf,def,NA,Malware,No,No,No,NA,NA,NA
297,2023,USENIX,usenixsecurity23-bai.pdf,atk,Poisoning,Other,No,No,No,Gray-box,Yes,None
298,2023,USENIX,usenixsecurity23-bethany.pdf,def,Evasion,Images,No,Yes,Yes,Black-box,NA,NA
299,2023,USENIX,usenixsecurity23-carlini.pdf,atk,Privacy,Images,No,No,No,White-box/Black-box,No,High
300,2023,USENIX,usenixsecurity23-chen-guangke.pdf,atk,Evasion,Audio,No,No,Yes,Black-box,No,None
301,2023,USENIX,usenixsecurity23-chen-min.pdf,atk,Privacy,Images,No,Yes,No,Black-box,No,High
302,2023,USENIX,usenixsecurity23-chen-yizheng.pdf,def,NA,Malware,No,Yes,No,NA,NA,NA
303,2023,USENIX,usenixsecurity23-christou.pdf,def,NA,Other,No,No,No,NA,NA,NA
304,2023,USENIX,usenixsecurity23-deng-zizhuang.pdf,def,NA,Other,No,Yes,No,NA,NA,NA
305,2023,USENIX,usenixsecurity23-eisenhofer.pdf,atk,Evasion,Text,No,Yes,No,White-box/Black-box,No,High
306,2023,USENIX,usenixsecurity23-eykholt.pdf,atk,Evasion,Other,No,Yes,No,Black-box,No,High
307,2023,USENIX,usenixsecurity23-gao.pdf,atk,Privacy,Images,No,No,No,Gray-box,Yes,None
308,2023,USENIX,usenixsecurity23-jia.pdf,def,Poisoning,Other,No,No,No,White-box,NA,NA
309,2023,USENIX,usenixsecurity23-li-heng.pdf,atk,Evasion,Malware,No,No,No,Black-box,No,Low
310,2023,USENIX,usenixsecurity23-li-xinfeng.pdf,def,NA,Audio,No,No,No,NA,NA,NA
311,2023,USENIX,usenixsecurity23-liu-qi.pdf,def,NA,Images,No,No,No,White-box,NA,NA
312,2023,USENIX,usenixsecurity23-lucas.pdf,def,Evasion,Malware,No,No,No,White-box,NA,NA
313,2023,USENIX,usenixsecurity23-lukas.pdf,both,Multiple,Images,No,Yes,No,White-box/Black-box,Yes,None
314,2023,USENIX,usenixsecurity23-lv.pdf,atk,Poisoning,Other,No,Yes,No,White-box,Yes,None
315,2023,USENIX,usenixsecurity23-man.pdf,def,Evasion,Images,No,Yes,No,White-box,NA,NA
316,2023,USENIX,usenixsecurity23-mink.pdf,def,NA,Other,No,No,No,NA,NA,NA
317,2023,USENIX,usenixsecurity23-mozaffari.pdf,def,Poisoning,Images,No,Yes,No,NA,NA,NA
318,2023,USENIX,usenixsecurity23-mukherjee.pdf,atk,Evasion,Malware,No,Yes,No,Black-box,No,Low
319,2023,USENIX,usenixsecurity23-pan.pdf,def,Poisoning,Images,No,Yes,No,NA,NA,NA
320,2023,USENIX,usenixsecurity23-prokos.pdf,atk,Evasion,Images,No,No,No,Black-box,No,High
321,2023,USENIX,usenixsecurity23-qi.pdf,def,Poisoning,Images,No,Yes,No,NA,NA,NA
322,2023,USENIX,usenixsecurity23-rathee.pdf,def,NA,Images,No,Yes,No,NA,NA,NA
323,2023,USENIX,usenixsecurity23-shan.pdf,def,Poisoning,Images,No,No,No,NA,NA,NA
324,2023,USENIX,usenixsecurity23-sheatsley (1).pdf,atk,Evasion,Other,No,No,No,White-box,Yes,None
325,2023,USENIX,usenixsecurity23-sheatsley.pdf,atk,Evasion,Other,No,No,No,White-box,Yes,None
326,2023,USENIX,usenixsecurity23-si.pdf,atk,Poisoning,Text,No,No,No,Black-box,No,None
327,2023,USENIX,usenixsecurity23-tao.pdf,atk,Evasion,Images,No,Yes,Yes,Black-box,No,High
328,2023,USENIX,usenixsecurity23-tian.pdf,both,Poisoning,Malware,No,No,No,White-box,No,None
329,2023,USENIX,usenixsecurity23-wang-junzhe.pdf,def,NA,Malware,No,Yes,No,NA,NA,NA
330,2023,USENIX,usenixsecurity23-wei-chengan.pdf,atk,Poisoning,Multiple,No,Yes,No,White-box,Yes,None
331,2023,USENIX,usenixsecurity23-wu-xinghui.pdf,atk,Evasion,Audio,No,No,Yes,Black-box,No,None
332,2023,USENIX,usenixsecurity23-xu-xiaojun.pdf,atk,Multiple,Other,No,Yes,No,White-box,Yes,None
333,2023,USENIX,usenixsecurity23-yan.pdf,atk,Privacy,Images,No,No,No,White-box,No,None
334,2023,USENIX,usenixsecurity23-yu-jiahao.pdf,def,NA,Other,No,No,No,NA,NA,NA
335,2023,USENIX,usenixsecurity23-yu-zhiyuan-smack.pdf,atk,Evasion,Audio,No,Yes,Yes,Black-box,No,High
336,2023,USENIX,usenixsecurity23-yuan-yuanyuan-certification.pdf,def,NA,Images,No,Yes,No,NA,NA,NA
337,2023,USENIX,usenixsecurity23-zeng.pdf,def,Poisoning,Images,No,Yes,No,NA,NA,NA
338,2023,USENIX,usenixsecurity23-zhang-jiawei.pdf,def,Evasion,Images,No,No,No,NA,NA,NA
339,2023,USENIX,usenixsecurity23-zhang-shibo.pdf,atk,Evasion,Images,No,Yes,No,White-box/Black-box,Yes,None
340,2023,USENIX,usenixsecurity23-zhang-zhuo-pelican (1).pdf,atk,Poisoning,Malware,No,Yes,Yes,White-box/Black-box,Yes,None
341,2023,USENIX,usenixsecurity23-zhang-zhuo-pelican.pdf,atk,Poisoning,Malware,No,Yes,Yes,White-box/Black-box,Yes,None
342,2023,USENIX,usenixsecurity23-zhu.pdf,atk,Evasion,Images,No,Yes,No,White-box/Black-box,Yes,None
343,2024,USENIX,2402.18104v2.pdf,atk,Evasion,Text,No,Yes,Yes,Black-box,No,Low
344,2024,USENIX,USINEX Adversarial ML.pdf,atk,Multiple,Other,No,No,No,White-box/Black-box,Yes,High
345,2024,USENIX,sec23winter-prepub-118-sun.pdf,def,Poisoning,Images,No,No,No,White-box,Yes,NA
346,2024,USENIX,sec23winter-prepub-37-zhang-qingzhao.pdf,both,Evasion,Other,No,Yes,No,White-box/Black-box,Yes,Low
347,2024,USENIX,sec23winter-prepub-4-ren.pdf,def,NA,Other,No,No,No,NA,NA,NA
348,2024,USENIX,sec24fall-prepub-1157-wang-haichen.pdf,def,Privacy,Images,No,No,No,NA,NA,NA
349,2024,USENIX,sec24fall-prepub-1479-layton.pdf,def,NA,Audio,No,No,No,NA,NA,NA
350,2024,USENIX,sec24fall-prepub-1500-yu-zhiyuan.pdf,atk,Evasion,Text,No,Yes,Yes,Black-box,No,High
351,2024,USENIX,sec24fall-prepub-180-xiang-chong (1).pdf,def,Evasion,Images,No,Yes,No,NA,NA,NA
352,2024,USENIX,sec24fall-prepub-180-xiang-chong.pdf,def,Evasion,Images,No,Yes,No,NA,NA,NA
353,2024,USENIX,sec24fall-prepub-199-grosse.pdf,NA,Multiple,Other,No,No,No,NA,NA,NA
354,2024,USENIX,sec24fall-prepub-200-wang-shuo.pdf,def,Evasion,Images,No,No,No,NA,NA,NA
355,2024,USENIX,sec24fall-prepub-2129-yuan.pdf,def,NA,Images,No,Yes,No,NA,NA,NA
356,2024,USENIX,sec24fall-prepub-2154-pegoraro (1).pdf,atk,Privacy,Images,No,No,No,White-box,No,None
357,2024,USENIX,sec24fall-prepub-2154-pegoraro.pdf,atk,Privacy,Images,No,No,No,White-box,No,None
358,2024,USENIX,sec24fall-prepub-2341-nayan.pdf,both,Privacy,Other,No,Yes,No,Multiple,NA,NA
359,2024,USENIX,sec24fall-prepub-2353-gohil (1).pdf,atk,Evasion,Other,No,Yes,No,Black-box,No,High
360,2024,USENIX,sec24fall-prepub-2353-gohil.pdf,atk,Evasion,Other,No,Yes,No,Black-box,No,High
361,2024,USENIX,sec24fall-prepub-2868-wang-lijin.pdf,atk,Privacy,Images,No,Yes,No,Black-box,No,High
362,2024,USENIX,sec24fall-prepub-2979-krauss.pdf,def,NA,Images,No,No,No,White-box,NA,NA
363,2024,USENIX,sec24fall-prepub-37-jiang-zhifeng.pdf,def,Privacy,Other,No,Yes,No,NA,NA,NA
364,2024,USENIX,sec24fall-prepub-490-jin.pdf,def,Privacy,Images,No,No,Yes,Black-box,NA,NA
365,2024,USENIX,sec24fall-prepub-877-shen-xinyue (1).pdf,both,Privacy,Images,Yes,Yes,No,Black-box,No,Low
366,2024,USENIX,sec24fall-prepub-877-shen-xinyue.pdf,both,Privacy,Images,Yes,Yes,No,Black-box,No,Low
367,2024,USENIX,sec24summer-prepub-1096-wang-zihao.pdf,atk,Poisoning,Images,No,No,No,Gray-box,Yes,High
368,2024,USENIX,sec24summer-prepub-171-levi.pdf,def,Evasion,Images,No,Yes,No,White-box,NA,NA
369,2024,USENIX,sec24summer-prepub-176-wu-yixin.pdf,atk,Privacy,Images,No,Yes,No,White-box,Yes,None
370,2024,USENIX,sec24summer-prepub-349-li-changjiang.pdf,atk,Poisoning,Images,No,No,No,Gray-box,NA,NA
371,2024,USENIX,sec24summer-prepub-365-zhang-guangsheng.pdf,def,Privacy,Images,No,No,No,White-box/Black-box,Yes,High
372,2024,USENIX,sec24summer-prepub-373-diaa.pdf,def,Privacy,Images,No,Yes,No,NA,NA,NA
373,2024,USENIX,sec24summer-prepub-385-shen-meng.pdf,atk,Evasion,Images,No,No,Yes,Black-box,No,Low
374,2024,USENIX,sec24summer-prepub-409-tang.pdf,def,Privacy,Images,No,Yes,No,Black-box,NA,NA
375,2024,USENIX,sec24summer-prepub-617-zhang-boyang.pdf,both,Privacy,Images,No,Yes,No,Black-box,No,High
376,2024,USENIX,sec24summer-prepub-641-liu-jian.pdf,atk,Evasion,Images,No,Yes,Yes,Black-box,Yes,None
377,2024,USENIX,sec24summer-prepub-659-zhu.pdf,atk,Evasion,Other,No,No,No,White-box,Yes,None
378,2024,USENIX,sec24summer-prepub-705-zhuang.pdf,atk,Privacy,Other,No,No,No,Black-box,No,High
379,2024,USENIX,sec24summer-prepub-743-li.pdf,atk,Evasion,Images,No,No,No,Black-box,No,None
380,2024,USENIX,sec24summer-prepub-832-liu-hongbin.pdf,def,Poisoning,Other,No,No,No,NA,Yes,NA
381,2024,USENIX,sec24summer-prepub-920-dahiya.pdf,atk,Poisoning,Images,No,No,No,White-box,No,None
382,2024,USENIX,usenixsecurity24-an.pdf,atk,Evasion,Images,No,Yes,No,White-box,Yes,None
383,2024,USENIX,usenixsecurity24-annamalai-linear.pdf,atk,Privacy,Other,No,Yes,No,Black-box,No,None
384,2024,USENIX,usenixsecurity24-ao.pdf,def,NA,Images,No,Yes,No,NA,NA,NA
385,2024,USENIX,usenixsecurity24-bethany.pdf,def,NA,Text,No,Yes,No,NA,NA,NA
386,2024,USENIX,usenixsecurity24-bouhoula.pdf,def,NA,Text,No,Yes,No,NA,NA,NA
387,2024,USENIX,usenixsecurity24-cai-yifeng.pdf,def,Privacy,Other,No,No,Yes,NA,NA,NA
388,2024,USENIX,usenixsecurity24-chang.pdf,atk,Privacy,Other,No,No,No,Gray-box,No,None
389,2024,USENIX,usenixsecurity24-chen-baodong.pdf,both,Evasion,Images,No,No,No,Gray-box,Yes,None
390,2024,USENIX,usenixsecurity24-chen-meng.pdf,atk,Poisoning,Audio,No,Yes,No,Black-box,No,None
391,2024,USENIX,usenixsecurity24-debenedetti.pdf,atk,Privacy,Multiple,No,No,Yes,Black-box,No,High
392,2024,USENIX,usenixsecurity24-dentan.pdf,atk,Privacy,Other,No,No,No,White-box,No,High
393,2024,USENIX,usenixsecurity24-ge-attacks (1).pdf,atk,Evasion,Audio,No,No,Yes,Black-box,No,Low
394,2024,USENIX,usenixsecurity24-ge-attacks.pdf,atk,Evasion,Audio,No,No,Yes,Black-box,No,Low
395,2024,USENIX,usenixsecurity24-ge-hijacking (1).pdf,atk,Poisoning,Images,No,Yes,No,Black-box,No,None
396,2024,USENIX,usenixsecurity24-ge-hijacking.pdf,atk,Poisoning,Images,No,No,No,Black-box,No,None
397,2024,USENIX,usenixsecurity24-hao-qingying.pdf,atk,Evasion,Images,No,Yes,No,White-box/Black-box,Yes,None
398,2024,USENIX,usenixsecurity24-he-haojie.pdf,def,NA,Malware,No,Yes,No,NA,NA,NA
399,2024,USENIX,usenixsecurity24-huang-zirui.pdf,atk,Poisoning,Images,No,No,No,Black-box,Yes,None
400,2024,USENIX,usenixsecurity24-jiang-nan.pdf,atk,Privacy,Audio,No,No,Yes,Black-box,No,Low
401,2024,USENIX,usenixsecurity24-jin-shuaifan.pdf,def,Privacy,Images,No,No,Yes,Black-box,NA,NA
402,2024,USENIX,usenixsecurity24-joslin.pdf,def,NA,Images,No,No,No,NA,NA,NA
403,2024,USENIX,usenixsecurity24-krauss-verify_1.pdf,def,Poisoning,Images,No,No,No,NA,NA,NA
404,2024,USENIX,usenixsecurity24-kumari.pdf,def,Poisoning,Images,No,No,No,NA,Yes,NA
405,2024,USENIX,usenixsecurity24-li-jiacheng.pdf,def,Privacy,Images,No,No,No,Black-box,NA,NA
406,2024,USENIX,usenixsecurity24-li-songze.pdf,def,Poisoning,Images,No,Yes,No,NA,NA,NA
407,2024,USENIX,usenixsecurity24-lin-zilong.pdf,atk,Multiple,Text,Yes,Yes,Yes,Black-box,No,Low
408,2024,USENIX,usenixsecurity24-liu-shigang.pdf,atk,Evasion,Malware,No,Yes,No,Black-box,No,Low
409,2024,USENIX,usenixsecurity24-lorch.pdf,def,NA,Images,No,No,No,NA,NA,NA
410,2024,USENIX,usenixsecurity24-lou.pdf,atk,Evasion,Other,No,No,No,White-box,Yes,High
411,2024,USENIX,usenixsecurity24-lyu.pdf,atk,Poisoning,Other,No,No,No,White-box,Yes,None
412,2024,USENIX,usenixsecurity24-mankali.pdf,atk,Privacy,Other,No,No,No,Black-box,No,None
413,2024,USENIX,usenixsecurity24-meeus.pdf,atk,Privacy,Text,No,No,No,Black-box,No,High
414,2024,USENIX,usenixsecurity24-muller.pdf,def,NA,Images,No,Yes,No,NA,NA,NA
415,2024,USENIX,usenixsecurity24-nazari.pdf,def,NA,Multiple,No,Yes,No,White-box,Yes,NA
416,2024,USENIX,usenixsecurity24-risse.pdf,def,NA,Other,No,Yes,No,NA,NA,NA
417,2024,USENIX,usenixsecurity24-shao.pdf,def,NA,Other,No,Yes,No,NA,NA,NA
418,2024,USENIX,usenixsecurity24-shen-meng.pdf,atk,Evasion,Images,No,No,Yes,Black-box,No,Low
419,2024,USENIX,usenixsecurity24-shimmi.pdf,def,NA,Other,No,Yes,No,NA,NA,NA
420,2024,USENIX,usenixsecurity24-song-wei.pdf,def,Evasion,Images,No,No,No,NA,NA,NA
421,2024,USENIX,usenixsecurity24-sun-bing.pdf,def,Poisoning,Images,No,No,No,White-box,Yes,None
422,2024,USENIX,usenixsecurity24-sun-chenxin.pdf,def,Evasion,Images,No,Yes,Yes,NA,NA,NA
423,2024,USENIX,usenixsecurity24-tan.pdf,def,Privacy,Other,No,No,No,NA,NA,NA
424,2024,USENIX,usenixsecurity24-thirumuruganathan_1.pdf,def,NA,Malware,No,No,No,NA,NA,NA
425,2024,USENIX,usenixsecurity24-tiwari.pdf,def,Privacy,Text,No,No,No,NA,NA,NA
426,2024,USENIX,usenixsecurity24-wang-jialai.pdf,both,Evasion,Malware,No,No,No,White-box,Yes,None
427,2024,USENIX,usenixsecurity24-wang-kun.pdf,def,Evasion,Audio,No,No,No,White-box/Black-box,NA,NA
428,2024,USENIX,usenixsecurity24-xu-dandan.pdf,def,NA,Other,No,Yes,No,NA,NA,NA
429,2024,USENIX,usenixsecurity24-xu-zhangchen.pdf,atk,Poisoning,Images,Yes,No,No,Gray-box,Yes,None
430,2024,USENIX,usenixsecurity24-xu-zhibo.pdf,def,Privacy,Other,No,No,No,NA,NA,NA
431,2024,USENIX,usenixsecurity24-yan.pdf,atk,Poisoning,Text,No,Yes,No,Black-box,No,None
432,2024,USENIX,usenixsecurity24-yu-jiahao.pdf,atk,Evasion,Text,No,Yes,Yes,Black-box,No,High
433,2024,USENIX,usenixsecurity24-zhang-qingzhao.pdf,both,Evasion,Other,No,Yes,Yes,White-box/Black-box,Yes,None
434,2024,USENIX,usenixsecurity24-zhang-rui.pdf,both,Poisoning,Text,No,Yes,No,Black-box,No,Low
435,2024,USENIX,usenixsecurity24-zhang-ruisi.pdf,def,NA,Text,No,No,No,NA,NA,NA
436,2024,USENIX,usenixsecurity24-zhang-tingwei.pdf,atk,Evasion,Other,No,Yes,Yes,White-box/Black-box,Yes,High
437,2024,USENIX,usenixsecurity24-zheng.pdf,atk,Evasion,Images,No,Yes,No,Black-box,No,High
438,2024,USENIX,usenixsecurity24-zhu-chang.pdf,def,NA,Malware,No,Yes,No,NA,NA,NA
439,2024,USENIX,usenixsecurity24-zhu-shenchen.pdf,atk,Evasion,Other,No,No,No,White-box,Yes,None
440,2024,USENIX,usenixsecurity24_slides-guo-keyan.pdf,def,NA,Images,No,No,No,NA,NA,NA
441,2024,USENIX,usenixsecurity24_slides-ling.pdf,atk,Evasion,Malware,No,Yes,Yes,Black-box,No,High
442,2024,USENIX,usenixsecurity24_slides-noorbakhsh.pdf,def,Privacy,Other,No,No,No,NA,NA,NA
443,2025,USENIX,sec25cycle1-prepub-18-zhou.pdf,def,NA,Images,No,No,Yes,Black-box,Yes,None
444,2025,USENIX,sec25cycle1-prepub-341-zhang-shenyi.pdf,def,NA,Text,No,Yes,No,NA,NA,NA
445,2025,USENIX,sec25cycle1-prepub-389-lin-chenhao.pdf,atk,Poisoning,Images,No,No,No,White-box,Yes,None
446,2025,USENIX,sec25cycle1-prepub-393-zhang-yushu.pdf,atk,Evasion,Images,No,No,No,White-box/Black-box,Yes,High
447,2025,USENIX,sec25cycle1-prepub-402-zhang-zhisheng.pdf,def,NA,Audio,No,Yes,No,NA,NA,NA
448,2025,USENIX,sec25cycle1-prepub-510-li-jiate.pdf,def,NA,Other,No,Yes,No,White-box,NA,NA
449,2025,USENIX,sec25cycle1-prepub-670-guo-zhen.pdf,atk,Poisoning,Images,No,Yes,No,White-box,Yes,None
450,2025,USENIX,sec25cycle1-prepub-702-wang-lijin.pdf,atk,Poisoning,Multiple,No,No,No,White-box,Yes,None
451,2025,USENIX,usenixsecurity25-foerster.pdf,atk,Poisoning,Images,No,No,No,Black-box,No,None
452,2025,USENIX,usenixsecurity25-kobayashi.pdf,both,Evasion,Other,No,Yes,No,Gray-box,No,None
453,2025,USENIX,usenixsecurity25-li-changjiang.pdf,atk,Poisoning,Images,No,No,No,Gray-box,Yes,None
454,2025,USENIX,usenixsecurity25-pang-xiaoyi.pdf,atk,Poisoning,Images,No,No,No,White-box,Yes,None
455,2025,USENIX,usenixsecurity25-popovic.pdf,def,Poisoning,Images,No,No,No,Black-box,No,High
456,2025,USENIX,usenixsecurity25-sun-zekun.pdf,def,Privacy,Images,No,Yes,No,Gray-box,Yes,NA
457,2025,USENIX,usenixsecurity25-wang-derui.pdf,def,NA,Other,No,Yes,No,NA,NA,NA
458,2025,USENIX,usenixsecurity25-yang-yuchen.pdf,def,Evasion,Images,No,No,No,NA,NA,NA
459,2025,USENIX,usenixsecurity25-zhang-yinyuan.pdf,def,Evasion,Malware,No,No,No,Black-box,NA,NA
