Year,Filename,Title,Authors,G1,G2,G3,G4,G5,G6,G7,T1,T2,Q1,Q2,Q3,Flag_Grad,Flag_HighQ,Flag_WB,Flag_NoEcon,Flag_NoCode,Flag_NoReal,Traditional_Score
2023,Spectral-DP_Differentially_Private_Deep_Learning_through_Spectral_Perturbation_and_Filtering.pdf,"Spectral-DP: D ifferentially P rivate Deep Learning through Spectral Perturbation and Filtering Ce Feng∗1, Nuo Xu∗1, Wujie Wen1, Parv V enkitasubraman","and Filtering Ce Feng∗1, Nuo Xu∗1, Wujie Wen1, Parv V enkitasubramaniam1, Caiwen Ding2 1Lehigh University,2University of Connecticut {cef419, nux219, wuw219, pav309 }@lehigh.edu, caiwen.ding@uconn.edu",def,Privacy,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,Spoofing_Real-world_Face_Authentication_Systems_through_Optical_Synthesis.pdf,"Spoofing Real-world Face Authentication Systems through Optical Synthesis Yueli Yan, Zhice Yang School of Information Science and Technology, Shanghai","through Optical Synthesis Yueli Yan, Zhice Yang School of Information Science and Technology, ShanghaiTech University, China Abstract —Facial information has been used for authentication purposes. Rec",atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,StyleFool_Fooling_Video_Classification_Systems_via_Style_Transfer.pdf,"StyleFool: Fooling Video Classiﬁcation Systems via Style Transfer Yuxin Cao, Xi Xiao, Ruoxi Suny, Derui Wangy, Minhui Xueyand Sheng Wenz Shenzhen I","StyleFool: Fooling Video Classiﬁcation Systems via Style Transfer Yuxin Cao, Xi Xiao, Ruoxi Suny, Derui Wangy, Minhui Xueyand Sheng Wenz Shenzhen International Graduate School, Tsinghua University,",atk,Evasion,DL,Images,YES,YES,NO,Black-box,None,NO,Low,Low,0,0,0,0,0,1,1
2024,2205.06900v2.pdf,"MM-BD: Post-Training Detection of Backdoor Attacks with Arbitrary Backdoor Pattern Types Using a Maximum Margin Statistic Hang Wang*, Zhen Xiang,*Davi","Pattern Types Using a Maximum Margin Statistic Hang Wang*, Zhen Xiang,*David J. Miller,George Kesidis Anomalee Inc., State College, PA, USA Pennsylvania State University, University Park, PA, USA Abst",def,Poisoning,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,2311.10500v2.pdf,"From Principle to Practice: Vertical Data Minimization for Machine Learning Robin Staab ETH Zurich, Switzerland robin.staab@inf.ethz.chNikola Jovanovi","Robin Staab ETH Zurich, Switzerland robin.staab@inf.ethz.chNikola Jovanovi ´c ETH Zurich, Switzerland nikola.jovanovic@inf.ethz.chMislav Balunovi ´c",def,Privacy,Both,Other,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,313000a002.pdf,SoK: Privacy-Preserving Data Synthesis Yuzheng Hu∗1Fan Wu∗1Qinbin Li2Yunhui Long1Gonzalo Munilla Garrido3 Chang Ge4Bolin Ding5David Forsyth1Bo Li1Dawn,Yuzheng Hu∗1Fan Wu∗1Qinbin Li2Yunhui Long1Gonzalo Munilla Garrido3 Chang Ge4Bolin Ding5David Forsyth1Bo Li1Dawn Song2 1University of Illinois Urbana-Champaign2UC Berkeley 3Technische Universit ¨at M ¨,def,Privacy,Both,Images,YES,YES,NO,Black-box,None,NO,Low,Low,0,0,0,0,0,1,1
2024,313000a030.pdf,"LOKI: Large-scale Data Reconstruction Attack against Federated Learning through Model Manipulation Joshua C. Zhao1, Atul Sharma1, Ahmed Roushdy Elkord","Joshua C. Zhao1, Atul Sharma1, Ahmed Roushdy Elkordy2, Yahya H. Ezzeldin2 Salman Avestimehr2, Saurabh Bagchi1 1Purdue University,2University of Southern California {zhao1207,sharm438,sbagchi }@purdue.",atk,Privacy,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,313000a052.pdf,"No Privacy Left Outside: On the (In-)Security of TEE-Shielded DNN Partition for On-Device ML Ziqi Zhang∗, Chen Gong†, Yifeng Cai∗, Yuanyuan Yuan‡, Bin","Ziqi Zhang∗, Chen Gong†, Yifeng Cai∗, Yuanyuan Yuan‡, Bingyan Liu§, Ding Li∗, Yao Guo∗, Xiangqun Chen∗ ∗Key Laboratory of High-Confidence Software Technologies (MOE), School of Computer Science, Pekin",def,Privacy,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,313000a056.pdf,"ALIF: Low-Cost Adversarial Audio Attacks on Black-Box Speech Platforms using Linguistic Features Peng Cheng∗,#, Yuwei Wang∗,#, Peng Huang∗,#, Zhongjie","Linguistic Features Peng Cheng∗,#, Yuwei Wang∗,#, Peng Huang∗,#, Zhongjie Ba∗,#,‡, Xiaodong Lin†, Feng Lin∗,#,L iL u∗,#, Kui Ren∗,# ∗Zhejiang University, Hangzhou, China #ZJU-Hangzhou Global Scientiﬁc",atk,Evasion,DL,Audio,YES,YES,YES,Black-box,None,NO,Low,Low,0,0,0,0,0,0,0
2024,313000a061.pdf,You Only Prompt Once: On the Capabilities of Prompt Learning on Large Language Models to Tackle Toxic Content Xinlei He1Savvas Zannettou2Yun Shen3Yang,Language Models to Tackle Toxic Content Xinlei He1Savvas Zannettou2Yun Shen3Yang Zhang1 1CISPA Helmholtz Center for Information Security2Delft University of Technology3NetApp Abstract —The spread of t,atk,Evasion,DL,Text,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,313000a065.pdf,"It’s Simplex! Disaggregating Measures to Improve Certified Robustness Andrew C. Cullen∗‡, Paul Montague†, Shijie Liu∗, Sarah M. Erfani∗, and Benjamin ","It’s Simplex! Disaggregating Measures to Improve Certified Robustness Andrew C. Cullen∗‡, Paul Montague†, Shijie Liu∗, Sarah M. Erfani∗, and Benjamin I.P. Rubinstein∗, ∗School of Computing and Informa",def,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,313000a068.pdf,"BounceAttack: A Query-Efﬁcient Decision-based Adversarial Attack by Bouncing into the Wild Jie Wan1†, Jianhao Fu1†, Lijin Wang1, Ziqi Yang1,2∗ 1Zhejia","into the Wild Jie Wan1†, Jianhao Fu1†, Lijin Wang1, Ziqi Yang1,2∗ 1Zhejiang University 2ZJU-Hangzhou Global Scientiﬁc and Technological Innovation Center {wanjie, 3180102970, wanglijin, yangziqi }@zju",atk,Evasion,DL,Images,YES,YES,NO,Black-box,None,NO,High,Low,0,1,0,0,0,1,2
2024,313000a072.pdf,Test-Time Poisoning Attacks Against Test-Time Adaptation Models Tianshuo Cong1Xinlei He2Yun Shen3Yang Zhang2 1Tsinghua University2CISPA Helmholtz Cent,Test-Time Poisoning Attacks Against Test-Time Adaptation Models Tianshuo Cong1Xinlei He2Yun Shen3Yang Zhang2 1Tsinghua University2CISPA Helmholtz Center for Information Security3NetApp Abstract —Deplo,atk,Poisoning,DL,Images,YES,YES,NO,Gray-box,Partial,YES,Low,Low,1,0,0,0,0,1,2
2024,Backdooring_Multimodal_Learning.pdf,"Backdooring Multimodal Learning Xingshuo Han†, Yutong Wu†, Qingjie Zhang‡, Yuan Zhou†∗, Yuan Xu†, Han Qiu‡§, Guowen Xu†, Tianwei Zhang† †Nanyang Techn","Xingshuo Han†, Yutong Wu†, Qingjie Zhang‡, Yuan Zhou†∗, Yuan Xu†, Han Qiu‡§, Guowen Xu†, Tianwei Zhang† †Nanyang Technological University, {xingshuo001, yutong002}@e.ntu.edu.sg, {y.zhou, xu.yuan, guow",atk,Poisoning,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,BadVFL_Backdoor_Attacks_in_Vertical_Federated_Learning.pdf,BadVFL: Backdoor Attacks in Vertical Federated Learning Mohammad Naseri Flower Labs University College London mohammad.naseri.19@ucl.ac.ukY ufei Han I,Mohammad Naseri Flower Labs University College London mohammad.naseri.19@ucl.ac.ukY ufei Han INRIA Rennes,atk,Poisoning,DL,Images,YES,NO,NO,Gray-box,Partial,YES,High,Low,1,1,0,0,1,1,4
2024,DeepShuffle_A_Lightweight_Defense_Framework_against_Adversarial_Fault_Injection_Attacks_on_Deep_Neural_Networks_in_Multi-Tenant_Cloud-FPGA.pdf,DeepShufﬂe: A Lightweight Defense Framework against Adversarial Fault Injection Attacks on Deep Neural Networks in Multi-Tenant Cloud-FPGA Yukui Luo N,Attacks on Deep Neural Networks in Multi-Tenant Cloud-FPGA Yukui Luo Northeastern University luo.yuk@northeastern.eduAdnan Siraj Rakin Binghamton University,def,Evasion,DL,Images,YES,YES,NO,Black-box,None,NO,High,Low,0,1,0,0,0,1,2
2024,Distribution_Preserving_Backdoor_Attack_in_Self-supervised_Learning.pdf,"Distribution Preserving Backdoor Attack in Self-supervised Learning Guanhong Tao1⇤, Zhenting Wang2⇤, Shiwei Feng1, Guangyu Shen1, Shiqing Ma3, Xiangyu","Distribution Preserving Backdoor Attack in Self-supervised Learning Guanhong Tao1⇤, Zhenting Wang2⇤, Shiwei Feng1, Guangyu Shen1, Shiqing Ma3, Xiangyu Zhang1 1Purdue University,2Rutgers University,3Un",atk,Poisoning,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,Dropout_Attacks.pdf,"Dropout Attacks Andrew Yuan, Alina Oprea, and Cheng Tan Northeastern University Abstract —Dropout is a common operator in deep learning, aiming to pre","Dropout Attacks Andrew Yuan, Alina Oprea, and Cheng Tan Northeastern University Abstract —Dropout is a common operator in deep learning, aiming to prevent overﬁtting by randomly dropping neurons",atk,Poisoning,DL,Images,YES,NO,NO,White-box,Full,YES,High,Low,1,1,1,0,1,1,5
2024,GrOVe_Ownership_Verification_of_Graph_Neural_Networks_using_Embeddings.pdf,GROV E: Ownership Verification of Graph Neural Networks using Embeddings Asim Waheed University of Waterloo asim.waheed@uwaterloo.caVasisht Duddu Univ,GROV E: Ownership Verification of Graph Neural Networks using Embeddings Asim Waheed University of Waterloo asim.waheed@uwaterloo.caVasisht Duddu University of Waterloo,def,Evasion,DL,Other,YES,YES,NO,Black-box,None,NO,Low,Low,0,0,0,0,0,1,1
2024,Multi-Instance_Adversarial_Attack_on_GNN-Based_Malicious_Domain_Detection.pdf,"Multi-Instance Adversarial Attack on GNN-Based Malicious Domain Detection Mahmoud Nazzal∗, Issa Khalil§, Abdallah Khreishah∗, NhatHai Phan∗, and Yao M","Mahmoud Nazzal∗, Issa Khalil§, Abdallah Khreishah∗, NhatHai Phan∗, and Yao Ma∗ ∗New Jersey Institute of Technology, Newark, NJ 07102, USA §Qatar Computing Research Institute (QCRI), Hamad Bin Khalifa ",atk,Evasion,DL,Other,YES,YES,NO,Black-box,Partial,NO,Low,Low,0,0,0,0,0,1,1
2024,Sabre_Cutting_through_Adversarial_Noise_with_Adaptive_Spectral_Filtering_and_Input_Reconstruction.pdf,Sabre: Cutting through Adversarial Noise with Adaptive Spectral Filtering and Input Reconstruction Alec F. Diallo School of Informatics The University,"Alec F. Diallo School of Informatics The University of Edinburgh Edinburgh, Scotland, UKPaul Patras School of Informatics",def,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,Side-Channel-Assisted_Reverse-Engineering_of_Encrypted_DNN_Hardware_Accelerator_IP_and_Attack_Surface_Exploration.pdf,"Side-Channel-Assisted Reverse-Engineering of Encrypted DNN Hardware Accelerator IP and Attack Surface Exploration Cheng Gongye, Yukui Luo, Xiaolin Xu,","Accelerator IP and Attack Surface Exploration Cheng Gongye, Yukui Luo, Xiaolin Xu, and Yunsi Fei Department of Electrical & Computer Engineering Northeastern University, Boston, MA Email:{gongye.c, lu",atk,Privacy,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,SoK_Explainable_Machine_Learning_in_Adversarial_Environments.pdf,SoK: Explainable Machine Learning in Adversarial Environments Maximilian Noppel KASTEL Security Research Labs Karlsruhe Institute of Technology German,KASTEL Security Research Labs Karlsruhe Institute of Technology GermanyChristian Wressnegger KASTEL Security Research Labs Karlsruhe Institute of Technology Germany,atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,Text-CRS_A_Generalized_Certified_Robustness_Framework_against_Textual_Adversarial_Attacks.pdf,"Text-CRS: A Generalized Certified Robustness Framework against Textual Adversarial Attacks Xinyu Zhang∗†, Hanbin Hong†, Yuan Hong†B, Peng Huang∗, Bing","Adversarial Attacks Xinyu Zhang∗†, Hanbin Hong†, Yuan Hong†B, Peng Huang∗, Binghui Wang‡, Zhongjie Ba∗B, Kui Ren∗ ∗Zhejiang University,†University of Connecticut,‡Illinois Institute of Technology {xin",def,Evasion,DL,Text,NO,YES,NO,White-box,None,NO,None,Low,0,0,1,1,0,1,3
2024,Why_Does_Little_Robustness_Help_A_Further_Step_Towards_Understanding_Adversarial_Transferability.pdf,"Why Does Little Robustness Help? A Further Step Towards Understanding Adversarial Transferability Yechao Zhang1,2,3,4∗, Shengshan Hu1,2,3,4∗, Leo Yu Z",2Services Computing Technology and System Lab3Hubei Engineering Research Center on Big Data Security 4Hubei Key Laboratory of Distributed System Security5Cluster and Grid Computing Lab ∗School of Cybe,atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
